0 0 0 .B.....B..C...AAC.DFFFC.DGHIEE.GHI..
1 1 0 .......B..C..BAAC.DFFFC.DGHIEE.GHI.. B99
1 1 0 .B..C..B..C...AAC.DFFF..DGHIEE.GHI.. C99
1 1 0 .B.....B..C..AA.C.DFFFC.DGHIEE.GHI.. A99
1 1 0 .B.....B..C.AA..C.DFFFC.DGHIEE.GHI.. A98
1 1 0 .B.....B..C.D.AAC.DFFFC..GHIEE.GHI.. D99
1 1 0 .B....DB..C.D.AAC..FFFC..GHIEE.GHI.. D98
1 1 0 DB....DB..C...AAC..FFFC..GHIEE.GHI.. D97
1 1 0 .B.....B..C...AAC..FFFC.DGHIEEDGHI.. D99
2 2 0 ....C..B..C..BAAC.DFFF..DGHIEE.GHI.. B99 C99
2 2 0 .......B..C.DBAAC.DFFFC..GHIEE.GHI.. B99 D99
2 2 0 ......DB..C.DBAAC..FFFC..GHIEE.GHI.. B99 D98
2 2 0 D.....DB..C..BAAC..FFFC..GHIEE.GHI.. B99 D97
2 2 0 .......B..C..BAAC..FFFC.DGHIEEDGHI.. B99 D99
2 2 0 .B..C..B..C..AA.C.DFFF..DGHIEE.GHI.. C99 A99
2 2 0 .B..C..B..C.AA..C.DFFF..DGHIEE.GHI.. C99 A98
2 2 0 .B..C..B..C.D.AAC.DFFF...GHIEE.GHI.. C99 D99
2 2 0 .B..C.DB..C.D.AAC..FFF...GHIEE.GHI.. C99 D98
2 2 0 DB..C.DB..C...AAC..FFF...GHIEE.GHI.. C99 D97
2 2 0 .B..C..B..C...AAC..FFF..DGHIEEDGHI.. C99 D99
2 2 0 .B..C..B..C...AAC.D.FFF.DGHIEE.GHI.. C99 F99
2 2 0 .B..C..B..C...AAC.D..FFFDGHIEE.GHI.. C99 F98
2 2 0 .B.....B..C.DAA.C.DFFFC..GHIEE.GHI.. A99 D99
2 2 0 .B....DB..C.DAA.C..FFFC..GHIEE.GHI.. A99 D98
2 2 0 DB....DB..C..AA.C..FFFC..GHIEE.GHI.. A99 D97
2 2 0 .B.....B..C..AA.C..FFFC.DGHIEEDGHI.. A99 D99
2 2 0 .B.....B..C.AA..C..FFFC.DGHIEEDGHI.. A98 D99
2 2 0 .B....DB..C.D.AAC.FFF.C..GHIEE.GHI.. D98 F99
2 2 0 DB....DB..C.AA..C..FFFC..GHIEE.GHI.. A98 D97
2 2 0 DB....DB..C...AAC.FFF.C..GHIEE.GHI.. D97 F99
2 2 0 .B.....B..C...AAC.FFF.C.DGHIEEDGHI.. D99 F99
3 3 0 ....C..B..C.DBAAC.DFFF...GHIEE.GHI.. B99 C99 D99
3 3 0 ....C.DB..C.DBAAC..FFF...GHIEE.GHI.. B99 C99 D98
3 3 0 D...C.DB..C..BAAC..FFF...GHIEE.GHI.. B99 C99 D97
3 3 0 ....C..B..C..BAAC..FFF..DGHIEEDGHI.. B99 C99 D99
3 3 0 ....C..B..C..BAAC.D.FFF.DGHIEE.GHI.. B99 C99 F99
3 3 0 ....C..B..C..BAAC.D..FFFDGHIEE.GHI.. B99 C99 F98
3 3 0 ......DB..C.DBAAC.FFF.C..GHIEE.GHI.. B99 D98 F99
3 3 0 D.....DB..C..BAAC.FFF.C..GHIEE.GHI.. B99 D97 F99
3 3 0 .......B..C..BAAC.FFF.C.DGHIEEDGHI.. B99 D99 F99
3 3 0 .B..C..B..C.DAA.C.DFFF...GHIEE.GHI.. C99 A99 D99
3 3 0 .B..C.DB..C.DAA.C..FFF...GHIEE.GHI.. C99 A99 D98
3 3 0 DB..C.DB..C..AA.C..FFF...GHIEE.GHI.. C99 A99 D97
3 3 0 .B..C..B..C..AA.C..FFF..DGHIEEDGHI.. C99 A99 D99
3 3 0 .B..C..B..C..AA.C.D.FFF.DGHIEE.GHI.. C99 A99 F99
3 3 0 .B..C..B..C..AA.C.D..FFFDGHIEE.GHI.. C99 A99 F98
3 3 0 .B..C..B..C.AA..C..FFF..DGHIEEDGHI.. C99 A98 D99
3 3 0 .B..C..B..C.AA..C.D.FFF.DGHIEE.GHI.. C99 A98 F99
3 3 0 .B..C..B..C.AA..C.D..FFFDGHIEE.GHI.. C99 A98 F98
3 3 0 .B..C..B..C.D.AAC.D.FFF..GHIEE.GHI.. C99 D99 F99
3 3 0 .B..C..B..C.D.AAC.D..FFF.GHIEE.GHI.. C99 D99 F98
3 3 0 .B..C.DB..C.D.AAC.FFF....GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC...FFF..GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC....FFF.GHIEE.GHI.. C99 D98 F98
3 3 0 DB..C.DB..C.AA..C..FFF...GHIEE.GHI.. C99 A98 D97
3 3 0 DB..C.DB..C...AAC.FFF....GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC...FFF..GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC....FFF.GHIEE.GHI.. C99 D97 F98
3 3 0 .B..C..B..C...AAC.FFF...DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC...FFF.DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC....FFFDGHIEEDGHI.. C99 D99 F98
3 3 0 ....C.....C..BAAC.DBFFF.DGHIEE.GHI.. B98 C99 F99
3 3 0 .B..C..B..C...AAC.DGFFF.DGHIEE..HI.. C99 F99 G99
3 3 0 .B..C..B..C..GAAC.DGFFF.D.HIEE..HI.. C99 F99 G98
3 3 0 ....C.....C..BAAC.DB.FFFDGHIEE.GHI.. B98 C99 F98
3 3 0 .B..C..B..C...AAC.DG.FFFDGHIEE..HI.. C99 F98 G99
3 3 0 .B..C..B..C..GAAC.DG.FFFD.HIEE..HI.. C99 F98 G98
3 3 0 .B..C..B..C...AAC.D.HFFFDGHIEE.G.I.. C99 F98 H99
3 3 0 .B....DB..C.DAA.C.FFF.C..GHIEE.GHI.. A99 D98 F99
3 3 0 DB....DB..C..AA.C.FFF.C..GHIEE.GHI.. A99 D97 F99
3 3 0 .B.....B..C..AA.C.FFF.C.DGHIEEDGHI.. A99 D99 F99
3 3 0 .B.....B..C.AA..C.FFF.C.DGHIEEDGHI.. A98 D99 F99
3 3 0 .B....DB..C.D.AAC.FFFIC..GHIEE.GH... D98 F99 I99
3 3 0 DB....DB..C.AA..C.FFF.C..GHIEE.GHI.. A98 D97 F99
3 3 0 DB....DB..C...AAC.FFFIC..GHIEE.GH... D97 F99 I99
3 3 0 .B.....B..C...AAC.FFFIC.DGHIEEDGH... D99 F99 I99
8 8 0 .B.IC.DB.IC.D.AAC..GFFF..GH.EE..H... C99 A98 D98 F97 G99 I96
8 8 0 .B.IC.DB.IC.DGAAC..GFFF...H.EE..H... C99 A98 D98 F97 G98 I96
8 8 0 .B.IC.DB.IC.D.AAC...FFF..GHEE..GH... C99 A98 D98 F97 I96 E99
8 8 0 ...IC.D..IC.DBAAC..B.FFF.GH.EE.GH... B98 C99 A98 D98 F96 I96
8 8 0 .B.IC..B.IC.D.AAC.D..FFF.GH.EE.GH... C99 A98 D97 F96 I96
8 8 0 .B.IC..B.IC...AAC.D..FFFDGH.EE.GH... C99 A98 D96 F96 I96
8 8 0 .B.IC.DB.IC.D.AAC..G.FFF.GH.EE..H... C99 A98 D98 F96 G99 I96
8 8 0 .B.IC.DB.IC.DGAAC..G.FFF..H.EE..H... C99 A98 D98 F96 G98 I96
8 8 0 .B.IC.DB.IC.D.AAC...HFFF.GH.EE.G.... C99 A98 D98 F96 H99 I96
8 8 0 .B.IC.DB.IC.D.AAC....FFF.GHEE..GH... C99 A98 D98 F96 I96 E99
8 8 0 .B.IC..B.IC.DAA.C.DFFF...GHEE..GH... C99 A99 D97 F98 I96 E99
8 8 0 .B.IC..B.IC..AA.C.DFFF..DGHEE..GH... C99 A99 D96 F98 I96 E99
8 8 0 .B.IC..B.IC.DAA.C.DGFFF..GH.EE..H... C99 A99 D97 F97 G99 I96
8 8 0 .B.IC..B.IC.DAA.C.D.FFF..GHEE..GH... C99 A99 D97 F97 I96 E99
8 8 0 .B.IC..B.IC..AA.C.DGFFF.DGH.EE..H... C99 A99 D96 F97 G99 I96
8 8 0 .B.IC..B.IC..AA.C.D.FFF.DGHEE..GH... C99 A99 D96 F97 I96 E99
8 8 0 .B.IC.DB.IC.DAA.C..GFFF..GHEE...H... C99 A99 D98 F97 G99 I96 E99
8 8 0 .B.IC..B.IC.DAA.C.DG.FFF.GH.EE..H... C99 A99 D97 F96 G99 I96
8 8 0 .B.IC..B.IC.DAA.C.D.HFFF.GH.EE.G.... C99 A99 D97 F96 H99 I96
8 8 0 .B.IC..B.IC.DAA.C.D..FFF.GHEE..GH... C99 A99 D97 F96 I96 E99
8 8 0 .B.IC..B.IC..AA.C.DG.FFFDGH.EE..H... C99 A99 D96 F96 G99 I96
8 8 0 .B.IC..B.IC..AA.C.D.HFFFDGH.EE.G.... C99 A99 D96 F96 H99 I96
8 8 0 .B.IC..B.IC..AA.C.D..FFFDGHEE..GH... C99 A99 D96 F96 I96 E99
8 8 0 .B.IC.DB.IC.DAA.C..GHFFF.GH.EE...... C99 A99 D98 F96 G99 H99 I96
8 8 0 .B.IC.DB.IC.DAA.C..G.FFF.GHEE...H... C99 A99 D98 F96 G99 I96 E99
8 8 0 .B.IC.DB.IC.DAA.C...HFFF.GHEE..G.... C99 A99 D98 F96 H99 I96 E99
8 8 0 DB..C.DB.IC..AAIC..GFFF..GHEE...H... C99 A99 D97 F97 G99 I97 E99
8 8 0 DB..C.DB.IC..AAIC..GHFFF.GH.EE...... C99 A99 D97 F96 G99 H99 I97
8 8 0 DB..C.DB.IC..AAIC..G.FFF.GHEE...H... C99 A99 D97 F96 G99 I97 E99
8 8 0 DB..C.DB.IC..AAIC...HFFF.GHEE..G.... C99 A99 D97 F96 H99 I97 E99
8 8 0 D..IC.DB.IC..BAAC..FFF...GH.EE.GH... B99 C99 A98 D97 F98 I96
8 8 0 D..IC.DB.IC..BAAC...FFF..GH.EE.GH... B99 C99 A98 D97 F97 I96
8 8 0 D..IC.DB.IC..BAAC....FFF.GH.EE.GH... B99 C99 A98 D97 F96 I96
8 8 0 D..IC.DB.IC..BAAC.FFF....GHEE..GH... B99 C99 A98 D97 F99 I96 E99
8 8 0 DB.IC.DB.IC...AAC..FFF...GHEE..GH... C99 A98 D97 F98 I96 E99
8 8 0 D..IC.D..IC..BAAC..BFFF..GH.EE.GH... B98 C99 A98 D97 F97 I96
8 8 0 DB.IC.DB.IC...AAC..GFFF..GH.EE..H... C99 A98 D97 F97 G99 I96
8 8 0 DB.IC.DB.IC..GAAC..GFFF...H.EE..H... C99 A98 D97 F97 G98 I96
8 8 0 DB.IC.DB.IC...AAC...FFF..GHEE..GH... C99 A98 D97 F97 I96 E99
8 8 0 D..IC.D..IC..BAAC..B.FFF.GH.EE.GH... B98 C99 A98 D97 F96 I96
8 8 0 DB.IC.DB.IC...AAC..G.FFF.GH.EE..H... C99 A98 D97 F96 G99 I96
8 8 0 DB.IC.DB.IC..GAAC..G.FFF..H.EE..H... C99 A98 D97 F96 G98 I96
8 8 0 DB.IC.DB.IC...AAC...HFFF.GH.EE.G.... C99 A98 D97 F96 H99 I96
8 8 0 DB.IC.DB.IC...AAC....FFF.GHEE..GH... C99 A98 D97 F96 I96 E99
8 8 0 DB.IC.DB.IC..AA.C..GFFF..GHEE...H... C99 A99 D97 F97 G99 I96 E99
8 8 0 DB.IC.DB.IC..AA.C..GHFFF.GH.EE...... C99 A99 D97 F96 G99 H99 I96
8 8 0 DB.IC.DB.IC..AA.C..G.FFF.GHEE...H... C99 A99 D97 F96 G99 I96 E99
8 8 0 DB.IC.DB.IC..AA.C...HFFF.GHEE..G.... C99 A99 D97 F96 H99 I96 E99
8 8 0 .B..C..B.IC..AAIC..GFFF.DGHEE.D.H... C99 A99 D99 F97 G99 I97 E99
8 8 0 .B..C..B.IC..AAIC..GHFFFDGH.EED..... C99 A99 D99 F96 G99 H99 I97
8 8 0 .B..C..B.IC..AAIC..G.FFFDGHEE.D.H... C99 A99 D99 F96 G99 I97 E99
8 8 0 .B..C..B.IC..AAIC...HFFFDGHEE.DG.... C99 A99 D99 F96 H99 I97 E99
8 8 0 ...IC..B.IC..BAAC..FFF..DGH.EEDGH... B99 C99 A98 D99 F98 I96
8 8 0 ...IC..B.IC..BAAC...FFF.DGH.EEDGH... B99 C99 A98 D99 F97 I96
8 8 0 ...IC..B.IC..BAAC....FFFDGH.EEDGH... B99 C99 A98 D99 F96 I96
8 8 0 ...IC..B.IC..BAAC.FFF...DGHEE.DGH... B99 C99 A98 D99 F99 I96 E99
8 8 0 .B.IC..B.IC...AAC..FFF..DGHEE.DGH... C99 A98 D99 F98 I96 E99
8 8 0 ...IC....IC..BAAC..BFFF.DGH.EEDGH... B98 C99 A98 D99 F97 I96
8 8 0 .B.IC..B.IC...AAC..GFFF.DGH.EED.H... C99 A98 D99 F97 G99 I96
8 8 0 .B.IC..B.IC..GAAC..GFFF.D.H.EED.H... C99 A98 D99 F97 G98 I96
8 8 0 .B.IC..B.IC...AAC...FFF.DGHEE.DGH... C99 A98 D99 F97 I96 E99
8 8 0 ...IC....IC..BAAC..B.FFFDGH.EEDGH... B98 C99 A98 D99 F96 I96
8 8 0 .B.IC..B.IC...AAC..G.FFFDGH.EED.H... C99 A98 D99 F96 G99 I96
8 8 0 .B.IC..B.IC..GAAC..G.FFFD.H.EED.H... C99 A98 D99 F96 G98 I96
8 8 0 .B.IC..B.IC...AAC...HFFFDGH.EEDG.... C99 A98 D99 F96 H99 I96
8 8 0 .B.IC..B.IC...AAC....FFFDGHEE.DGH... C99 A98 D99 F96 I96 E99
8 8 0 .B.IC..B.IC..AA.C..GFFF.DGHEE.D.H... C99 A99 D99 F97 G99 I96 E99
8 8 0 .B.IC..B.IC..AA.C..GHFFFDGH.EED..... C99 A99 D99 F96 G99 H99 I96
8 8 0 .B.IC..B.IC..AA.C..G.FFFDGHEE.D.H... C99 A99 D99 F96 G99 I96 E99
8 8 0 .B.IC..B.IC..AA.C...HFFFDGHEE.DG.... C99 A99 D99 F96 H99 I96 E99
8 8 0 .B..C..B.IC.AA.IC.DFFF..DGHEE..GH... C99 A98 D98 F98 I97 E99
8 8 0 .B..C..B.IC.AA.IC.DGFFF.DGH.EE..H... C99 A98 D98 F97 G99 I97
8 8 0 .B..C..B.IC.AA.IC.D.FFF.DGHEE..GH... C99 A98 D98 F97 I97 E99
8 8 0 .B..C..B.IC.AA.IC..GFFF.DGHEE.D.H... C99 A98 D99 F97 G99 I97 E99
8 8 0 .B..C..B.IC.AA.IC.DG.FFFDGH.EE..H... C99 A98 D98 F96 G99 I97
8 8 0 .B..C..B.IC.AA.IC.D.HFFFDGH.EE.G.... C99 A98 D98 F96 H99 I97
8 8 0 .B..C..B.IC.AAHIC.D.HFFFDG..EE.G.... C99 A98 D98 F96 H98 I97
8 8 0 .B..C..BHIC.AAHIC.D..FFFDG..EE.G.... C99 A98 D98 F96 H97 I97
8 8 0 .BH.C..BHIC.AA.IC.D..FFFDG..EE.G.... C99 A98 D98 F96 H96 I97
8 8 0 .B..C..B.IC.AA.IC.D..FFFDGHEE..GH... C99 A98 D98 F96 I97 E99
8 8 0 .B..C..B.IC.AA.IC..GHFFFDGH.EED..... C99 A98 D99 F96 G99 H99 I97
8 8 0 .B..C..B.IC.AAHIC..GHFFFDG..EED..... C99 A98 D99 F96 G99 H98 I97
8 8 0 .B..C..BHIC.AAHIC..G.FFFDG..EED..... C99 A98 D99 F96 G99 H97 I97
8 8 0 .BH.C..BHIC.AA.IC..G.FFFDG..EED..... C99 A98 D99 F96 G99 H96 I97
8 8 0 .B..C..B.IC.AA.IC..G.FFFDGHEE.D.H... C99 A98 D99 F96 G99 I97 E99
8 8 0 .B..C..B.IC.AA.IC...HFFFDGHEE.DG.... C99 A98 D99 F96 H99 I97 E99
8 8 0 .B..C..B.IC.AAHIC...HFFFDG.EE.DG.... C99 A98 D99 F96 H98 I97 E99
8 8 0 .B..C..B.IC.AAHIC...HFFFDGEE..DG.... C99 A98 D99 F96 H98 I97 E98
8 8 0 .B..C..BHIC.AAHIC...FFF.DG..EEDG.... C99 A98 D99 F95 H97 I97
8 8 0 .B..C..BHIC.AAHIC..FFF..DG..EEDG.... C99 A98 D99 F94 H97 I97
8 8 0 .B..C..BHIC.AAHIC....FFFDG.EE.DG.... C99 A98 D99 F96 H97 I97 E99
8 8 0 .B..C..BHIC.AAHIC....FFFDGEE..DG.... C99 A98 D99 F96 H97 I97 E98
8 8 0 .BH.C..BHIC..AAIC....FFFDG..EEDG.... C99 A97 D99 F96 H96 I97
8 8 0 .BH.C..BHIC.AA.IC...FFF.DG..EEDG.... C99 A98 D99 F95 H96 I97
8 8 0 .BH.C..BHIC.AA.IC..FFF..DG..EEDG.... C99 A98 D99 F94 H96 I97
8 8 0 .BH.C..BHIC.AA.IC....FFFDG.EE.DG.... C99 A98 D99 F96 H96 I97 E99
8 8 0 .BH.C..BHIC.AA.IC....FFFDGEE..DG.... C99 A98 D99 F96 H96 I97 E98
8 8 0 .B.IC..B.IC.AA..C.DFFF..DGHEE..GH... C99 A98 D98 F98 I96 E99
8 8 0 .B.IC..B.IC.AA..C.DGFFF.DGH.EE..H... C99 A98 D98 F97 G99 I96
8 8 0 .B.IC..B.IC.AA..C.D.FFF.DGHEE..GH... C99 A98 D98 F97 I96 E99
8 8 0 .B.IC..B.IC.AA..C..GFFF.DGHEE.D.H... C99 A98 D99 F97 G99 I96 E99
8 8 0 .B.IC..B.IC.AA..C.DG.FFFDGH.EE..H... C99 A98 D98 F96 G99 I96
8 8 0 .B.IC..B.IC.AA..C.D.HFFFDGH.EE.G.... C99 A98 D98 F96 H99 I96
8 8 0 .B.IC..B.IC.AAH.C.D.HFFFDG..EE.G.... C99 A98 D98 F96 H98 I96
8 8 0 .B.IC..BHIC.AAH.C.D..FFFDG..EE.G.... C99 A98 D98 F96 H97 I96
8 8 0 .BHIC..BHIC.AA..C.D..FFFDG..EE.G.... C99 A98 D98 F96 H96 I96
8 8 0 .B.IC..B.IC.AA..C.D..FFFDGHEE..GH... C99 A98 D98 F96 I96 E99
8 8 0 .B.IC..B.IC.AA..C..GHFFFDGH.EED..... C99 A98 D99 F96 G99 H99 I96
8 8 0 .B.IC..B.IC.AAH.C..GHFFFDG..EED..... C99 A98 D99 F96 G99 H98 I96
8 8 0 .B.IC..BHIC.AAH.C..G.FFFDG..EED..... C99 A98 D99 F96 G99 H97 I96
8 8 0 .BHIC..BHIC.AA..C..G.FFFDG..EED..... C99 A98 D99 F96 G99 H96 I96
8 8 0 .B.IC..B.IC.AA..C..G.FFFDGHEE.D.H... C99 A98 D99 F96 G99 I96 E99
8 8 0 .B.IC..B.IC.AA..C...HFFFDGHEE.DG.... C99 A98 D99 F96 H99 I96 E99
8 8 0 .B.IC..B.IC.AAH.C...HFFFDG.EE.DG.... C99 A98 D99 F96 H98 I96 E99
8 8 0 .B.IC..B.IC.AAH.C...HFFFDGEE..DG.... C99 A98 D99 F96 H98 I96 E98
8 8 0 .B.IC..BHIC.AAH.C...FFF.DG..EEDG.... C99 A98 D99 F95 H97 I96
8 8 0 .B.IC..BHIC.AAH.C..FFF..DG..EEDG.... C99 A98 D99 F94 H97 I96
8 8 0 .B.IC..BHIC.AAH.C....FFFDG.EE.DG.... C99 A98 D99 F96 H97 I96 E99
8 8 0 .B.IC..BHIC.AAH.C....FFFDGEE..DG.... C99 A98 D99 F96 H97 I96 E98
8 8 0 .BHIC..BHIC..AA.C....FFFDG..EEDG.... C99 A97 D99 F96 H96 I96
8 8 0 .BHIC..BHIC...AAC....FFFDG..EEDG.... C99 A96 D99 F96 H96 I96
8 8 0 .BHIC..BHIC.AA..C...FFF.DG..EEDG.... C99 A98 D99 F95 H96 I96
8 8 0 .BHIC..BHIC.AA..C..FFF..DG..EEDG.... C99 A98 D99 F94 H96 I96
8 8 0 .BHIC..BHIC.AA..C....FFFDG.EE.DG.... C99 A98 D99 F96 H96 I96 E99
8 8 0 .BHIC..BHIC.AA..C....FFFDGEE..DG.... C99 A98 D99 F96 H96 I96 E98
8 8 0 .BH.C..BH.C..AA.C..GFFF.DG.IEED..I.. C99 A97 D99 F97 G99 H96
8 8 0 ..H.C..BH.C..BAAC..G.FFFDG.IEED..I.. B99 C99 A96 D99 F98 G99 H96
8 8 0 .BH.C..BH.C...AAC..GFFF.DG.IEED..I.. C99 A96 D99 F97 G99 H96
8 8 0 .B.....BH.C.AAH.C.FFFIC.DG.IEEDG.... C98 A98 D99 F95 H97 I99
8 8 0 .B.....BH.C.AAHIC.FFFIC.DG..EEDG.... C98 A98 D99 F95 H97 I98
8 8 0 .B.....BHIC.AAHIC.FFF.C.DG..EEDG.... C98 A98 D99 F95 H97 I97
8 8 0 .B.I...BHIC.AAH.C.FFF.C.DG..EEDG.... C98 A98 D99 F95 H97 I96
8 8 0 .B..C..BH.C.AAHIC.FFFI..DG.EE.DG.... C99 A98 D99 F95 H97 I98 E99
8 8 0 .B..C..BH.C.AAHIC.FFFI..DGEE..DG.... C99 A98 D99 F95 H97 I98 E98
8 8 0 .B..C..BHIC.AAHIC.FFF...DG.EE.DG.... C99 A98 D99 F95 H97 I97 E99
8 8 0 .B..C..BHIC.AAHIC.FFF...DGEE..DG.... C99 A98 D99 F95 H97 I97 E98
8 8 0 .B.IC..BHIC.AAH.C.FFF...DG.EE.DG.... C99 A98 D99 F95 H97 I96 E99
8 8 0 .B.IC..BHIC.AAH.C.FFF...DGEE..DG.... C99 A98 D99 F95 H97 I96 E98
8 8 0 .BH....BH.C..AA.C..FFFC.DG.IEEDG.I.. C98 A97 D99 F96 H96
8 8 0 .BH....BH.C..AA.C.FFF.C.DG.IEEDG.I.. C98 A97 D99 F95 H96
8 8 0 .BH.C..BH.C..AA.C.FFFI..DG.IEEDG.... C99 A97 D99 F95 H96 I99
8 8 0 .BH.C..BH.C..AAIC.FFFI..DG..EEDG.... C99 A97 D99 F95 H96 I98
8 8 0 .BH.C..BHIC..AAIC.FFF...DG..EEDG.... C99 A97 D99 F95 H96 I97
8 8 0 .BHIC..BHIC..AA.C.FFF...DG..EEDG.... C99 A97 D99 F95 H96 I96
8 8 0 ..H.C..BH.C..BAAC...FFF.DG.IEEDG.I.. B99 C99 A96 D99 F97 H96
8 8 0 ..H.C..BH.C..BAAC..FFF..DG.IEEDG.I.. B99 C99 A96 D99 F96 H96
8 8 0 ..H.C..BH.C..BAAC.FFF...DG.IEEDG.I.. B99 C99 A96 D99 F95 H96
8 8 0 ..H.C...H.C..BAAC..BFFF.DG.IEEDG.I.. B98 C99 A96 D99 F97 H96
8 8 0 .BH.C..BH.C..GAAC..GFFF.D..IEED..I.. C99 A96 D99 F97 G98 H96
8 8 0 .BH....BH.C...AAC..FFFC.DG.IEEDG.I.. C98 A96 D99 F96 H96
8 8 0 .BH....BH.C...AAC.FFF.C.DG.IEEDG.I.. C98 A96 D99 F95 H96
8 8 0 .BH.C..BH.C...AAC.FFFI..DG.IEEDG.... C99 A96 D99 F95 H96 I99
8 8 0 .BH....BH.C.AA..C.FFFIC.DG.IEEDG.... C98 A98 D99 F95 H96 I99
8 8 0 .BH....BH.C.AA.IC.FFFIC.DG..EEDG.... C98 A98 D99 F95 H96 I98
8 8 0 .BH....BHIC.AA.IC.FFF.C.DG..EEDG.... C98 A98 D99 F95 H96 I97
8 8 0 .BHI...BHIC.AA..C.FFF.C.DG..EEDG.... C98 A98 D99 F95 H96 I96
8 8 0 .BH.C..BH.C.AA.IC.FFFI..DG.EE.DG.... C99 A98 D99 F95 H96 I98 E99
8 8 0 .BH.C..BH.C.AA.IC.FFFI..DGEE..DG.... C99 A98 D99 F95 H96 I98 E98
8 8 0 .BH.C..BHIC.AA.IC.FFF...DG.EE.DG.... C99 A98 D99 F95 H96 I97 E99
8 8 0 .BH.C..BHIC.AA.IC.FFF...DGEE..DG.... C99 A98 D99 F95 H96 I97 E98
8 8 0 .BHIC..BHIC...AAC.FFF...DG..EEDG.... C99 A96 D99 F95 H96 I96
8 8 0 .BHIC..BHIC.AA..C.FFF...DG.EE.DG.... C99 A98 D99 F95 H96 I96 E99
8 8 0 .BHIC..BHIC.AA..C.FFF...DGEE..DG.... C99 A98 D99 F95 H96 I96 E98
8 8 0 .BH.C..BH.C.DAA.C.DGFFF..G.IEE...I.. C99 A97 D99 F97 G99 H96
8 8 0 .BH.C.DBH.C.DAA.C..GFFF..G.IEE...I.. C99 A97 D98 F97 G99 H96
8 8 0 DBH.C.DBH.C..AA.C..GFFF..G.IEE...I.. C99 A97 D97 F97 G99 H96
8 8 0 ..H.C..BH.C.DBAAC.DG.FFF.G.IEE...I.. B99 C99 A96 D99 F98 G99 H96
8 8 0 ..H.C.DBH.C.DBAAC..G.FFF.G.IEE...I.. B99 C99 A96 D98 F98 G99 H96
8 8 0 D.H.C.DBH.C..BAAC..G.FFF.G.IEE...I.. B99 C99 A96 D97 F98 G99 H96
8 8 0 ..H.C..BH.C..BAAC.DGFFF.DG.IEE...I.. B99 C99 A96 F97 G99 H96
8 8 0 .BH.C..BH.C.D.AAC.DGFFF..G.IEE...I.. C99 A96 D99 F97 G99 H96
8 8 0 .BH.C.DBH.C.D.AAC..GFFF..G.IEE...I.. C99 A96 D98 F97 G99 H96
8 8 0 DBH.C.DBH.C...AAC..GFFF..G.IEE...I.. C99 A96 D97 F97 G99 H96
8 8 0 .BH....BH.C.DAA.C.DFFFC..G.IEE.G.I.. C98 A97 D99 F96 H96
8 8 0 .BH...DBH.C.DAA.C..FFFC..G.IEE.G.I.. C98 A97 D98 F96 H96
8 8 0 .BH...DBH.C.DAA.C.FFF.C..G.IEE.G.I.. C98 A97 D98 F95 H96
8 8 0 .BH.C.DBH.C.DAA.C.FFFI...G.IEE.G.... C99 A97 D98 F95 H96 I99
8 8 0 .BH.C.DBH.C.DAAIC.FFFI...G..EE.G.... C99 A97 D98 F95 H96 I98
8 8 0 .BH.C.DBHIC.DAAIC.FFF....G..EE.G.... C99 A97 D98 F95 H96 I97
8 8 0 .BHIC.DBHIC.DAA.C.FFF....G..EE.G.... C99 A97 D98 F95 H96 I96
8 8 0 DBH...DBH.C..AA.C..FFFC..G.IEE.G.I.. C98 A97 D97 F96 H96
8 8 0 DBH...DBH.C..AA.C.FFF.C..G.IEE.G.I.. C98 A97 D97 F95 H96
8 8 0 DBH.C.DBH.C..AA.C.FFFI...G.IEE.G.... C99 A97 D97 F95 H96 I99
8 8 0 DBH.C.DBH.C..AAIC.FFFI...G..EE.G.... C99 A97 D97 F95 H96 I98
8 8 0 DBH.C.DBHIC..AAIC.FFF....G..EE.G.... C99 A97 D97 F95 H96 I97
8 8 0 DBHIC.DBHIC..AA.C.FFF....G..EE.G.... C99 A97 D97 F95 H96 I96
8 8 0 ..H.C..BH.C.DBAAC.D.FFF..G.IEE.G.I.. B99 C99 A96 D99 F97 H96
8 8 0 ..H.C..BH.C.DBAAC.DFFF...G.IEE.G.I.. B99 C99 A96 D99 F96 H96
8 8 0 ..H.C.DBH.C.DBAAC...FFF..G.IEE.G.I.. B99 C99 A96 D98 F97 H96
8 8 0 ..H.C.DBH.C.DBAAC..FFF...G.IEE.G.I.. B99 C99 A96 D98 F96 H96
8 8 0 ..H.C.DBH.C.DBAAC.FFF....G.IEE.G.I.. B99 C99 A96 D98 F95 H96
8 8 0 D.H.C.DBH.C..BAAC...FFF..G.IEE.G.I.. B99 C99 A96 D97 F97 H96
8 8 0 D.H.C.DBH.C..BAAC..FFF...G.IEE.G.I.. B99 C99 A96 D97 F96 H96
8 8 0 D.H.C.DBH.C..BAAC.FFF....G.IEE.G.I.. B99 C99 A96 D97 F95 H96
